"call_Id","date","employee_Id","length_mins","product","outcome","survey_rating","first_Name","last_Name","employee_Id","office_City","office_State","region","team","supervisor"
"C009727",2022-04-07 20:00:00,"E00007",8,"Nokia 680","Denied Claim",2,"Sana","Moran","E00007","Omaha","Nebraska","East",1,"Tom Cruise"
"C009728",2022-04-10 20:00:00,"E00050",19,"Apple 120","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009729",2022-04-11 20:00:00,"E00050",11,"Google 790","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009730",2022-04-12 20:00:00,"E00050",14,"Nokia 680","Issue Resolved",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009731",2022-04-13 20:00:00,"E00004",2,"Google 790","Return and Refund",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C009732",2022-04-14 20:00:00,"E00021",17,"Google 790","Return and Refund",3,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C009733",2022-04-17 20:00:00,"E00020",12,"Apple 120","Issue Resolved",5,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009734",2022-04-18 20:00:00,"E00026",27,"Apple 120","Return and Refund",5,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C009735",2022-04-19 20:00:00,"E00025",13,"Apple 120","Denied Claim",1,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C009736",2022-04-20 20:00:00,"E00017",12,"Google 790","Issue Resolved",5,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009737",2022-04-21 20:00:00,"E00008",22,"Google 790","Return and Refund",3,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C009738",2022-04-24 20:00:00,"E00001",12,"Nokia 680","Return and Refund",3,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C009739",2022-04-25 20:00:00,"E00008",14,"Google 790","Return and Refund",3,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C009740",2022-04-26 20:00:00,"E00009",30,"Apple 120","Return and Refund",4,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C009741",2022-04-27 20:00:00,"E00032",6,"Apple 120","Issue Resolved",5,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009742",2022-04-28 20:00:00,"E00050",27,"Apple 120","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009743",2022-03-24 20:00:00,"E00036",6,"Nokia 680","Return and Refund",3,"Raya","Hooper","E00036","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009744",2022-03-27 20:00:00,"E00018",27,"Google 790","Return and Refund",3,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009745",2022-03-28 20:00:00,"E00016",18,"Apple 120","Issue Resolved",5,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009746",2022-03-29 20:00:00,"E00009",16,"Google 790","Return and Refund",3,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C009747",2022-03-30 20:00:00,"E00034",28,"Google 790","Return and Refund",5,"Sarah","Devlin","E00034","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009748",2022-03-31 20:00:00,"E00050",20,"Apple 120","Issue Resolved",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009749",2022-04-03 20:00:00,"E00050",25,"Nokia 680","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009750",2022-04-04 20:00:00,"E00029",9,"Nokia 680","Denied Claim",2,"Tulisa","Haworth","E00029","Chadron","Nebraska","North",4,"Channing Tatum"
"C009751",2022-04-05 20:00:00,"E00032",17,"Apple 120","Issue Resolved",5,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009752",2022-04-07 20:00:00,"E00027",26,"Google 790","Issue Resolved",5,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C009753",2022-04-10 20:00:00,"E00030",9,"Apple 120","Denied Claim",2,"Louisa","Brock","E00030","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009754",2022-04-11 20:00:00,"E00016",28,"Nokia 680","Issue Resolved",4,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009755",2022-04-12 20:00:00,"E00022",15,"Google 790","Issue Resolved",5,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C009756",2022-04-13 20:00:00,"E00050",23,"Nokia 680","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009757",2022-04-14 20:00:00,"E00014",1,"Apple 120","Issue Resolved",4,"Ema","Lennon","E00014","Omaha","Nebraska","East",2,"Tom Hanks"
"C009758",2022-04-17 20:00:00,"E00002",3,"Google 790","Denied Claim",2,"Dahlia","Grey","E00002","Omaha","Nebraska","East",1,"Tom Cruise"
"C009759",2022-04-18 20:00:00,"E00026",29,"Nokia 680","Return and Refund",4,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C009760",2022-04-19 20:00:00,"E00050",12,"Apple 120","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009761",2022-04-20 20:00:00,"E00050",18,"Google 790","Issue Resolved",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009762",2022-04-21 20:00:00,"E00009",16,"Google 790","Issue Resolved",4,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C009763",2022-04-24 20:00:00,"E00013",26,"Nokia 680","Issue Resolved",5,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C009764",2022-04-25 20:00:00,"E00023",24,"Apple 120","Denied Claim",1,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C009765",2022-04-26 20:00:00,"E00017",19,"Nokia 680","Denied Claim",1,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009766",2022-04-27 20:00:00,"E00034",6,"Nokia 680","Denied Claim",2,"Sarah","Devlin","E00034","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009767",2022-04-28 20:00:00,"E00031",19,"Google 790","Issue Resolved",5,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009768",2022-03-24 20:00:00,"E00050",5,"Nokia 680","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009769",2022-03-27 20:00:00,"E00027",7,"Apple 120","Denied Claim",2,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C009770",2022-03-28 20:00:00,"E00050",25,"Nokia 680","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009771",2022-03-29 20:00:00,"E00036",11,"Google 790","Return and Refund",3,"Raya","Hooper","E00036","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009772",2022-03-30 20:00:00,"E00050",28,"Nokia 680","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009773",2022-03-31 20:00:00,"E00050",27,"Apple 120","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009774",2022-04-03 20:00:00,"E00013",26,"Nokia 680","Denied Claim",2,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C009775",2022-04-04 20:00:00,"E00013",27,"Google 790","Issue Resolved",5,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C009776",2022-04-05 20:00:00,"E00050",15,"Google 790","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009777",2022-04-07 20:00:00,"E00050",25,"Nokia 680","Denied Claim",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009778",2022-04-10 20:00:00,"E00050",4,"Nokia 680","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009779",2022-04-11 20:00:00,"E00017",25,"Apple 120","Issue Resolved",4,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009780",2022-04-12 20:00:00,"E00022",4,"Nokia 680","Denied Claim",2,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C009781",2022-04-13 20:00:00,"E00030",24,"Nokia 680","Denied Claim",1,"Louisa","Brock","E00030","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009782",2022-04-14 20:00:00,"E00025",15,"Nokia 680","Return and Refund",4,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C009783",2022-04-17 20:00:00,"E00039",23,"Google 790","Denied Claim",2,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009784",2022-04-18 20:00:00,"E00019",24,"Apple 120","Return and Refund",4,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009785",2022-04-19 20:00:00,"E00007",1,"Google 790","Issue Resolved",2,"Sana","Moran","E00007","Omaha","Nebraska","East",1,"Tom Cruise"
"C009786",2022-04-20 20:00:00,"E00009",23,"Nokia 680","Denied Claim",2,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C009787",2022-04-21 20:00:00,"E00013",15,"Google 790","Issue Resolved",4,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C009788",2022-04-24 20:00:00,"E00050",8,"Apple 120","Issue Resolved",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009789",2022-04-25 20:00:00,"E00031",9,"Apple 120","Issue Resolved",4,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009790",2022-04-26 20:00:00,"E00050",15,"Nokia 680","Issue Resolved",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009791",2022-04-27 20:00:00,"E00034",17,"Nokia 680","Return and Refund",4,"Sarah","Devlin","E00034","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009792",2022-04-28 20:00:00,"E00023",11,"Nokia 680","Issue Resolved",5,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C009793",2022-03-24 20:00:00,"E00035",26,"Apple 120","Return and Refund",3,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009794",2022-03-27 20:00:00,"E00016",28,"Google 790","Return and Refund",3,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009795",2022-03-28 20:00:00,"E00001",4,"Nokia 680","Denied Claim",2,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C009796",2022-03-29 20:00:00,"E00006",18,"Apple 120","Return and Refund",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C009797",2022-03-30 20:00:00,"E00050",21,"Apple 120","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009798",2022-03-31 20:00:00,"E00030",4,"Google 790","Return and Refund",3,"Louisa","Brock","E00030","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009799",2022-04-03 20:00:00,"E00028",18,"Nokia 680","Denied Claim",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C009800",2022-04-04 20:00:00,"E00017",9,"Nokia 680","Issue Resolved",4,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009801",2022-04-05 20:00:00,"E00021",18,"Apple 120","Issue Resolved",4,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C009802",2022-04-07 20:00:00,"E00050",22,"Google 790","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009803",2022-04-10 20:00:00,"E00039",18,"Nokia 680","Issue Resolved",5,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009804",2022-04-11 20:00:00,"E00012",22,"Nokia 680","Issue Resolved",4,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C009805",2022-04-12 20:00:00,"E00009",3,"Apple 120","Return and Refund",5,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C009806",2022-04-13 20:00:00,"E00050",27,"Nokia 680","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009807",2022-04-14 20:00:00,"E00025",9,"Google 790","Denied Claim",2,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C009808",2022-04-17 20:00:00,"E00050",18,"Google 790","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009809",2022-04-18 20:00:00,"E00025",23,"Nokia 680","Denied Claim",1,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C009810",2022-04-19 20:00:00,"E00036",10,"Nokia 680","Return and Refund",5,"Raya","Hooper","E00036","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009811",2022-04-20 20:00:00,"E00028",8,"Apple 120","Denied Claim",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C009812",2022-04-21 20:00:00,"E00038",24,"Apple 120","Return and Refund",5,"Bonita","Erickson","E00038","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009813",2022-04-24 20:00:00,"E00032",10,"Nokia 680","Issue Resolved",5,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009814",2022-04-25 20:00:00,"E00037",6,"Nokia 680","Denied Claim",1,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009815",2022-04-26 20:00:00,"E00006",3,"Nokia 680","Denied Claim",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C009816",2022-04-27 20:00:00,"E00050",13,"Google 790","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009817",2022-04-28 20:00:00,"E00017",7,"Google 790","Denied Claim",1,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009818",2022-03-24 20:00:00,"E00020",12,"Apple 120","Return and Refund",3,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009819",2022-03-27 20:00:00,"E00037",28,"Google 790","Denied Claim",3,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009820",2022-03-28 20:00:00,"E00012",7,"Nokia 680","Issue Resolved",5,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C009821",2022-03-29 20:00:00,"E00032",17,"Apple 120","Issue Resolved",4,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009822",2022-03-30 20:00:00,"E00050",10,"Nokia 680","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009823",2022-03-31 20:00:00,"E00050",15,"Apple 120","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009824",2022-04-03 20:00:00,"E00011",11,"Google 790","Return and Refund",5,"Nora","Snider","E00011","Omaha","Nebraska","East",2,"Tom Hanks"
"C009825",2022-04-04 20:00:00,"E00014",11,"Nokia 680","Issue Resolved",4,"Ema","Lennon","E00014","Omaha","Nebraska","East",2,"Tom Hanks"
"C009826",2022-04-05 20:00:00,"E00001",11,"Nokia 680","Denied Claim",2,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C009827",2022-04-07 20:00:00,"E00010",10,"Nokia 680","Denied Claim",1,"Lacey-Mai","Bonner","E00010","Omaha","Nebraska","East",2,"Tom Hanks"
"C009828",2022-04-10 20:00:00,"E00050",9,"Apple 120","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009829",2022-04-11 20:00:00,"E00026",13,"Apple 120","Issue Resolved",5,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C009830",2022-04-12 20:00:00,"E00028",18,"Nokia 680","Return and Refund",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C009831",2022-04-13 20:00:00,"E00007",4,"Nokia 680","Issue Resolved",2,"Sana","Moran","E00007","Omaha","Nebraska","East",1,"Tom Cruise"
"C009832",2022-04-14 20:00:00,"E00050",13,"Apple 120","Denied Claim",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009833",2022-04-17 20:00:00,"E00020",4,"Nokia 680","Denied Claim",2,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009834",2022-04-18 20:00:00,"E00020",14,"Google 790","Issue Resolved",5,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009835",2022-04-19 20:00:00,"E00035",23,"Apple 120","Denied Claim",1,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009836",2022-04-20 20:00:00,"E00050",16,"Nokia 680","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009837",2022-04-21 20:00:00,"E00035",5,"Nokia 680","Denied Claim",1,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009838",2022-04-24 20:00:00,"E00017",26,"Apple 120","Return and Refund",4,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009839",2022-04-25 20:00:00,"E00050",8,"Google 790","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009840",2022-04-26 20:00:00,"E00050",11,"Google 790","Issue Resolved",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009841",2022-04-27 20:00:00,"E00050",20,"Nokia 680","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009842",2022-04-28 20:00:00,"E00027",14,"Nokia 680","Denied Claim",2,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C009843",2022-03-24 20:00:00,"E00018",30,"Nokia 680","Issue Resolved",5,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009844",2022-03-27 20:00:00,"E00050",4,"Apple 120","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009845",2022-03-28 20:00:00,"E00038",7,"Apple 120","Issue Resolved",3,"Bonita","Erickson","E00038","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009846",2022-03-29 20:00:00,"E00037",16,"Google 790","Return and Refund",3,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009847",2022-03-30 20:00:00,"E00007",3,"Apple 120","Return and Refund",2,"Sana","Moran","E00007","Omaha","Nebraska","East",1,"Tom Cruise"
"C009848",2022-03-31 20:00:00,"E00016",18,"Nokia 680","Return and Refund",4,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009849",2022-04-03 20:00:00,"E00023",19,"Nokia 680","Issue Resolved",4,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C009850",2022-04-04 20:00:00,"E00018",11,"Google 790","Issue Resolved",5,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009851",2022-04-05 20:00:00,"E00022",28,"Google 790","Denied Claim",1,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C009852",2022-04-07 20:00:00,"E00031",15,"Nokia 680","Issue Resolved",5,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009853",2022-04-10 20:00:00,"E00039",8,"Nokia 680","Denied Claim",2,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009854",2022-04-11 20:00:00,"E00037",17,"Google 790","Return and Refund",5,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009855",2022-04-12 20:00:00,"E00005",7,"Nokia 680","Issue Resolved",2,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C009856",2022-04-13 20:00:00,"E00032",12,"Apple 120","Return and Refund",4,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009857",2022-04-14 20:00:00,"E00026",10,"Apple 120","Issue Resolved",5,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C009858",2022-04-17 20:00:00,"E00023",21,"Apple 120","Issue Resolved",5,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C009859",2022-04-18 20:00:00,"E00022",12,"Nokia 680","Issue Resolved",5,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C009860",2022-04-19 20:00:00,"E00050",12,"Apple 120","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009861",2022-04-20 20:00:00,"E00009",24,"Apple 120","Return and Refund",5,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C009862",2022-04-21 20:00:00,"E00050",24,"Google 790","Issue Resolved",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009863",2022-04-24 20:00:00,"E00050",16,"Google 790","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009864",2022-04-25 20:00:00,"E00039",13,"Nokia 680","Return and Refund",5,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009865",2022-04-26 20:00:00,"E00032",14,"Apple 120","Issue Resolved",4,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009866",2022-04-27 20:00:00,"E00050",30,"Apple 120","Issue Resolved",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009867",2022-04-28 20:00:00,"E00026",8,"Apple 120","Return and Refund",3,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C009868",2022-03-24 20:00:00,"E00008",6,"Nokia 680","Return and Refund",3,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C009869",2022-03-27 20:00:00,"E00050",7,"Nokia 680","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009870",2022-03-28 20:00:00,"E00027",26,"Apple 120","Issue Resolved",5,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C009871",2022-03-29 20:00:00,"E00019",11,"Nokia 680","Denied Claim",2,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009872",2022-03-30 20:00:00,"E00034",30,"Nokia 680","Issue Resolved",5,"Sarah","Devlin","E00034","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C009873",2022-03-31 20:00:00,"E00050",25,"Apple 120","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009874",2022-04-03 20:00:00,"E00024",28,"Google 790","Issue Resolved",2,"Ramone","Whitehouse","E00024","Chadron","Nebraska","North",4,"Channing Tatum"
"C009875",2022-04-04 20:00:00,"E00050",18,"Google 790","Denied Claim",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009876",2022-04-05 20:00:00,"E00050",20,"Apple 120","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009877",2022-04-07 20:00:00,"E00007",1,"Google 790","Return and Refund",2,"Sana","Moran","E00007","Omaha","Nebraska","East",1,"Tom Cruise"
"C009878",2022-04-10 20:00:00,"E00026",30,"Apple 120","Denied Claim",1,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C009879",2022-04-11 20:00:00,"E00011",7,"Google 790","Issue Resolved",5,"Nora","Snider","E00011","Omaha","Nebraska","East",2,"Tom Hanks"
"C009880",2022-04-12 20:00:00,"E00050",5,"Apple 120","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009881",2022-04-13 20:00:00,"E00028",6,"Nokia 680","Issue Resolved",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C009882",2022-04-14 20:00:00,"E00026",30,"Google 790","Issue Resolved",4,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C009883",2022-04-17 20:00:00,"E00022",22,"Google 790","Return and Refund",5,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C009884",2022-04-18 20:00:00,"E00011",1,"Google 790","Issue Resolved",5,"Nora","Snider","E00011","Omaha","Nebraska","East",2,"Tom Hanks"
"C009885",2022-04-19 20:00:00,"E00050",15,"Apple 120","Issue Resolved",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009886",2022-04-20 20:00:00,"E00010",5,"Apple 120","Issue Resolved",5,"Lacey-Mai","Bonner","E00010","Omaha","Nebraska","East",2,"Tom Hanks"
"C009887",2022-04-21 20:00:00,"E00017",18,"Apple 120","Issue Resolved",4,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009888",2022-04-24 20:00:00,"E00038",3,"Apple 120","Return and Refund",5,"Bonita","Erickson","E00038","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009889",2022-04-25 20:00:00,"E00024",28,"Apple 120","Return and Refund",2,"Ramone","Whitehouse","E00024","Chadron","Nebraska","North",4,"Channing Tatum"
"C009890",2022-04-26 20:00:00,"E00035",20,"Nokia 680","Denied Claim",1,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C009891",2022-04-27 20:00:00,"E00016",19,"Google 790","Denied Claim",2,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C009892",2022-04-28 20:00:00,"E00050",26,"Apple 120","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C009893",2022-03-24 20:00:00,"E00005",8,"Apple 120","Denied Claim",2,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
